"run","discount","nblock","type","row","names","par","true_par","convergence"
10,8,1,1,1,"shape",0.667624172765739,0.333,0
10,8,1,1,1,"color",0.279153785430821,0.333333333333333,0
10,8,1,1,1,"lambda",2.42917221378828,1,0
10,8,1,1,1,"r",1.79609952511097,1,0
10,8,1,1,1,"q",1.16988400187982,1,0
10,8,1,1,1,"b0",0.355542434211245,0.5,0
10,8,1,1,1,"b1",0.644457565788755,0.5,0
10,8,1,1,1,"tau",0.00307582238796291,0.1,0
11,8,1,1,1,"size",0.589440047889239,0.333666666666667,0
11,8,1,1,1,"shape",0.161565684885454,0.333,0
11,8,1,1,1,"color",0.248994267224682,0.333333333333333,0
11,8,1,1,1,"lambda",0.90044778632277,1,0
11,8,1,1,1,"r",1.1383490845614,1,0
11,8,1,1,1,"q",1.81365592289058,1,0
11,8,1,1,1,"b0",0.446982910090784,0.5,0
11,8,1,1,1,"b1",0.553017089909089,0.5,0
11,8,1,1,1,"tau",0.00100012575286151,0.1,0
12,8,1,1,1,"size",0.87983341478205,0.333666666666667,0
12,8,1,1,1,"shape",0.0374552285047472,0.333,0
12,8,1,1,1,"color",0.0827113567132772,0.333333333333333,0
12,8,1,1,1,"lambda",0.911888696700964,1,0
12,8,1,1,1,"r",1.99995809632563,1,0
12,8,1,1,1,"q",1.00001434067347,1,0
12,8,1,1,1,"b0",0.471734366638186,0.5,0
12,8,1,1,1,"b1",0.528265633361816,0.5,0
12,8,1,1,1,"tau",0.00100000021766242,0.1,0
13,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
13,8,1,1,1,"shape",0.333891449031782,0.333,0
13,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
13,8,1,1,1,"lambda",0.526147663913843,1,0
13,8,1,1,1,"r",1.49671199233952,1,0
13,8,1,1,1,"q",1.50328363114873,1,0
13,8,1,1,1,"b0",0.848418559312301,0.5,0
13,8,1,1,1,"b1",0.151581440687699,0.5,0
13,8,1,1,1,"tau",0.0378295338776031,0.1,0
14,8,1,1,1,"size",0.827651763346555,0.333666666666667,0
14,8,1,1,1,"shape",0.00127100449789572,0.333,0
14,8,1,1,1,"color",0.171077232155549,0.333333333333333,0
14,8,1,1,1,"lambda",0.754517842576637,1,0
14,8,1,1,1,"r",1.83469129554578,1,0
14,8,1,1,1,"q",1.13362083017098,1,0
14,8,1,1,1,"b0",0.470387113775147,0.5,0
14,8,1,1,1,"b1",0.529612886224799,0.5,0
14,8,1,1,1,"tau",0.00100124526449965,0.1,0
15,8,1,1,1,"size",0.00148746609757814,0.333666666666667,0
15,8,1,1,1,"shape",0.543372018751495,0.333,0
15,8,1,1,1,"color",0.455140515150926,0.333333333333333,0
15,8,1,1,1,"lambda",3.83949763139888,1,0
15,8,1,1,1,"r",1.98028676751862,1,0
15,8,1,1,1,"q",1.0000090407702,1,0
15,8,1,1,1,"b0",0.838956916011743,0.5,0
15,8,1,1,1,"b1",0.161043083988257,0.5,0
15,8,1,1,1,"tau",0.00100000299162901,0.1,0
16,8,1,1,1,"size",0.608543979824356,0.333666666666667,0
16,8,1,1,1,"shape",0.0713069984544653,0.333,0
16,8,1,1,1,"color",0.320149021721836,0.333333333333333,0
16,8,1,1,1,"lambda",0.959122145328029,1,0
16,8,1,1,1,"r",1.82549041951064,1,0
16,8,1,1,1,"q",1.14429856847165,1,0
16,8,1,1,1,"b0",0.422706195168159,0.5,0
16,8,1,1,1,"b1",0.577293804831841,0.5,0
16,8,1,1,1,"tau",0.00102647868877325,0.1,0
17,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
17,8,1,1,1,"shape",0.333891449031782,0.333,0
17,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
17,8,1,1,1,"lambda",0.526147663913843,1,0
17,8,1,1,1,"r",1.49671199233952,1,0
17,8,1,1,1,"q",1.50328363114873,1,0
17,8,1,1,1,"b0",0.848418559312301,0.5,0
17,8,1,1,1,"b1",0.151581440687699,0.5,0
17,8,1,1,1,"tau",0.0378295338776031,0.1,0
18,8,1,1,1,"size",0.00100053546842945,0.333666666666667,0
18,8,1,1,1,"shape",0.814205553504584,0.333,0
18,8,1,1,1,"color",0.184793911026986,0.333333333333333,0
18,8,1,1,1,"lambda",9.99999066080878,1,0
18,8,1,1,1,"r",1.0002544276481,1,0
18,8,1,1,1,"q",1.99976823845179,1,0
18,8,1,1,1,"b0",0.413994473476354,0.5,0
18,8,1,1,1,"b1",0.586005526523643,0.5,0
18,8,1,1,1,"tau",0.0756606061145779,0.1,0
19,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
19,8,1,1,1,"shape",0.333891449031782,0.333,0
19,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
19,8,1,1,1,"lambda",0.526147663913843,1,0
19,8,1,1,1,"r",1.49671199233952,1,0
19,8,1,1,1,"q",1.50328363114873,1,0
19,8,1,1,1,"b0",0.848418559312301,0.5,0
19,8,1,1,1,"b1",0.151581440687699,0.5,0
19,8,1,1,1,"tau",0.0378295338776031,0.1,0
20,8,1,1,1,"size",0.827651763346555,0.333666666666667,0
20,8,1,1,1,"shape",0.00127100449789572,0.333,0
20,8,1,1,1,"color",0.171077232155549,0.333333333333333,0
20,8,1,1,1,"lambda",0.754517842576637,1,0
20,8,1,1,1,"r",1.83469129554578,1,0
20,8,1,1,1,"q",1.13362083017098,1,0
20,8,1,1,1,"b0",0.470387113775147,0.5,0
20,8,1,1,1,"b1",0.529612886224799,0.5,0
20,8,1,1,1,"tau",0.00100124526449965,0.1,0
21,8,1,1,1,"size",0.247950901012301,0.333666666666667,0
21,8,1,1,1,"shape",0.359074442559762,0.333,0
21,8,1,1,1,"color",0.392974656427937,0.333333333333333,0
21,8,1,1,1,"lambda",0.606007162626012,1,0
21,8,1,1,1,"r",1.99999273727031,1,0
21,8,1,1,1,"q",1.18726453633823,1,0
21,8,1,1,1,"b0",0.455308606584035,0.5,0
21,8,1,1,1,"b1",0.544691393415965,0.5,0
21,8,1,1,1,"tau",0.001,0.1,0
22,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
