"run","discount","nblock","type","row","names","par","true_par","convergence"
15,0,6,6,1,"tau",0.0664708340791206,0.1,0
16,0,6,6,1,"size",0.0657713427257559,0.333666666666667,0
16,0,6,6,1,"shape",0.854401839920439,0.333,0
16,0,6,6,1,"color",0.0798268173538051,0.333333333333333,0
16,0,6,6,1,"lambda",9.99999998649783,1,0
16,0,6,6,1,"r",1.60911653116083,1,0
16,0,6,6,1,"q",1.99191438874013,1,0
16,0,6,6,1,"b0",0.495295448919657,0.5,0
16,0,6,6,1,"b1",0.504704551080343,0.5,0
16,0,6,6,1,"tau",0.0795243326245635,0.1,0
17,0,6,6,1,"size",0.971023403168855,0.333666666666667,0
17,0,6,6,1,"shape",0.00236323803034825,0.333,0
17,0,6,6,1,"color",0.0266133588007972,0.333333333333333,0
17,0,6,6,1,"lambda",6.39509645676415,1,0
17,0,6,6,1,"r",1.99999990921777,1,0
17,0,6,6,1,"q",1.2535443703318,1,0
17,0,6,6,1,"b0",0.502163405969556,0.5,0
17,0,6,6,1,"b1",0.497836594030444,0.5,0
17,0,6,6,1,"tau",0.0787940993621255,0.1,0
18,0,6,6,1,"size",0.501030377474278,0.333666666666667,0
18,0,6,6,1,"shape",0.497961255643828,0.333,0
18,0,6,6,1,"color",0.00100836688189405,0.333333333333333,0
18,0,6,6,1,"lambda",0.00100015927160148,1,0
18,0,6,6,1,"r",1.34209532686268,1,0
18,0,6,6,1,"q",1.64939189807434,1,0
18,0,6,6,1,"b0",0.520317459725242,0.5,0
18,0,6,6,1,"b1",0.479682540274758,0.5,0
18,0,6,6,1,"tau",0.0960845291757799,0.1,0
19,0,6,6,1,"size",0.231284931904518,0.333666666666667,0
19,0,6,6,1,"shape",0.1520077284268,0.333,0
19,0,6,6,1,"color",0.616707339668682,0.333333333333333,0
19,0,6,6,1,"lambda",0.783166007256863,1,0
19,0,6,6,1,"r",1.99999894590113,1,0
19,0,6,6,1,"q",1.00000051764082,1,0
19,0,6,6,1,"b0",0.498341684330789,0.5,0
19,0,6,6,1,"b1",0.501658315669211,0.5,0
19,0,6,6,1,"tau",0.12490932210414,0.1,0
20,0,6,6,1,"size",0.417715754205611,0.333666666666667,0
20,0,6,6,1,"shape",0.0481829081024727,0.333,0
20,0,6,6,1,"color",0.534101337691918,0.333333333333333,0
20,0,6,6,1,"lambda",0.781099326504385,1,0
20,0,6,6,1,"r",1.9999995076137,1,0
20,0,6,6,1,"q",1.00000023758451,1,0
20,0,6,6,1,"b0",0.488483315718313,0.5,0
20,0,6,6,1,"b1",0.511516684281687,0.5,0
20,0,6,6,1,"tau",0.070215170208153,0.1,0
21,0,6,6,1,"size",0.372569015529344,0.333666666666667,0
21,0,6,6,1,"shape",0.399413296156714,0.333,0
21,0,6,6,1,"color",0.228017688313942,0.333333333333333,0
21,0,6,6,1,"lambda",9.99999960346701,1,0
21,0,6,6,1,"r",1.06574083010176,1,0
21,0,6,6,1,"q",1.99997613961125,1,0
21,0,6,6,1,"b0",0.427134139515402,0.5,0
21,0,6,6,1,"b1",0.572865860484598,0.5,0
21,0,6,6,1,"tau",0.187951149269525,0.1,0
22,0,6,6,1,"size",0.456854245387416,0.333666666666667,0
22,0,6,6,1,"shape",0.303664829299459,0.333,0
22,0,6,6,1,"color",0.239480925313111,0.333333333333333,0
22,0,6,6,1,"lambda",9.99999986832933,1,0
22,0,6,6,1,"r",1.15481982454391,1,0
22,0,6,6,1,"q",1.99999849596559,1,0
22,0,6,6,1,"b0",0.476735268108283,0.5,0
22,0,6,6,1,"b1",0.523264731891717,0.5,0
22,0,6,6,1,"tau",0.219724279050511,0.1,0
23,0,6,6,1,"size",0.236074661807517,0.333666666666667,0
23,0,6,6,1,"shape",0.225525530298032,0.333,0
23,0,6,6,1,"color",0.53839980789445,0.333333333333333,0
23,0,6,6,1,"lambda",9.99999654710199,1,0
23,0,6,6,1,"r",1.20377623839375,1,0
23,0,6,6,1,"q",1.99999985462044,1,0
23,0,6,6,1,"b0",0.510457898829522,0.5,0
23,0,6,6,1,"b1",0.489542101170478,0.5,0
23,0,6,6,1,"tau",0.192570875265831,0.1,0
24,0,6,6,1,"size",0.491476745425369,0.333666666666667,0
24,0,6,6,1,"shape",0.507519052304885,0.333,0
24,0,6,6,1,"color",0.00100420226975991,0.333333333333333,0
24,0,6,6,1,"lambda",0.00100086103902907,1,0
24,0,6,6,1,"r",1.31943438593063,1,0
24,0,6,6,1,"q",1.66839349191462,1,0
24,0,6,6,1,"b0",0.477022802441331,0.5,0
24,0,6,6,1,"b1",0.522977197558669,0.5,0
24,0,6,6,1,"tau",0.0594417562080466,0.1,0
25,0,6,6,1,"size",0.402738011194232,0.333666666666667,0
25,0,6,6,1,"shape",0.0222109830032901,0.333,0
25,0,6,6,1,"color",0.575051005802478,0.333333333333333,0
25,0,6,6,1,"lambda",0.742870802508035,1,0
25,0,6,6,1,"r",1.9999998203645,1,0
25,0,6,6,1,"q",1.0000000843378,1,0
25,0,6,6,1,"b0",0.503422866155485,0.5,0
25,0,6,6,1,"b1",0.496577133844515,0.5,0
25,0,6,6,1,"tau",0.035105126118181,0.1,0
26,0,6,6,1,"size",0.922963879882051,0.333666666666667,0
26,0,6,6,1,"shape",0.00100006788194564,0.333,0
26,0,6,6,1,"color",0.0760360522360035,0.333333333333333,0
26,0,6,6,1,"lambda",9.99973955300622,1,0
26,0,6,6,1,"r",1.99514796747354,1,0
26,0,6,6,1,"q",1.1933647066205,1,0
26,0,6,6,1,"b0",0.548428565739163,0.5,0
26,0,6,6,1,"b1",0.451571434260837,0.5,0
26,0,6,6,1,"tau",0.374173155874736,0.1,0
27,0,6,6,1,"size",0.00100000009210659,0.333666666666667,0
27,0,6,6,1,"shape",0.944385593773518,0.333,0
27,0,6,6,1,"color",0.0546144061343762,0.333333333333333,0
27,0,6,6,1,"lambda",5.10690023372758,1,0
27,0,6,6,1,"r",1.99999382293825,1,0
27,0,6,6,1,"q",1.0000031572199,1,0
27,0,6,6,1,"b0",0.533097150271918,0.5,0
27,0,6,6,1,"b1",0.466902849728087,0.5,0
27,0,6,6,1,"tau",0.240303996686473,0.1,0
28,0,6,6,1,"size",0.0418592637059793,0.333666666666667,0
28,0,6,6,1,"shape",0.870676965122141,0.333,0
28,0,6,6,1,"color",0.0874637711718801,0.333333333333333,0
28,0,6,6,1,"lambda",9.99999549737871,1,0
28,0,6,6,1,"r",1.08658089191355,1,0
28,0,6,6,1,"q",1.99815073430156,1,0
28,0,6,6,1,"b0",0.538202381237961,0.5,0
28,0,6,6,1,"b1",0.461797618762031,0.5,0
28,0,6,6,1,"tau",0.0754044007946371,0.1,0
29,0,6,6,1,"size",0.153216792863777,0.333666666666667,0
29,0,6,6,1,"shape",0.00100000961092774,0.333,0
29,0,6,6,1,"color",0.84578319752531,0.333333333333333,0
29,0,6,6,1,"lambda",9.99995955580581,1,0
29,0,6,6,1,"r",1.71916576062237,1,0
29,0,6,6,1,"q",1.25460368140076,1,0
29,0,6,6,1,"b0",0.486718509210718,0.5,0
29,0,6,6,1,"b1",0.513281490789282,0.5,0
29,0,6,6,1,"tau",0.22549338293838,0.1,0
30,0,6,6,1,"size",0.201785580733939,0.333666666666667,0
30,0,6,6,1,"shape",0.562937684912057,0.333,0
30,0,6,6,1,"color",0.235276734354004,0.333333333333333,0
30,0,6,6,1,"lambda",9.99993847549653,1,0
30,0,6,6,1,"r",1.07495745057512,1,0
30,0,6,6,1,"q",1.992956724904,1,0
30,0,6,6,1,"b0",0.484259839288952,0.5,0
30,0,6,6,1,"b1",0.515740160711035,0.5,0
30,0,6,6,1,"tau",0.0738852955232248,0.1,0
31,0,6,6,1,"size",0.021455666894381,0.333666666666667,0
31,0,6,6,1,"shape",0.586657211340137,0.333,0
31,0,6,6,1,"color",0.391887121765482,0.333333333333333,0
31,0,6,6,1,"lambda",3.34126712925818,1,0
31,0,6,6,1,"r",1.45377245390631,1,0
31,0,6,6,1,"q",1.15737401527341,1,0
31,0,6,6,1,"b0",0.494379869048781,0.5,0
31,0,6,6,1,"b1",0.50562013095122,0.5,0
31,0,6,6,1,"tau",0.0422258493953653,0.1,0
32,0,6,6,1,"size",0.470846198566515,0.333666666666667,0
32,0,6,6,1,"shape",0.318551364070929,0.333,0
32,0,6,6,1,"color",0.210602437362556,0.333333333333333,0
32,0,6,6,1,"lambda",5.17936699658284,1,0
32,0,6,6,1,"r",1.52287955099171,1,0
32,0,6,6,1,"q",1.99999991196175,1,0
32,0,6,6,1,"b0",0.50977033316059,0.5,0
32,0,6,6,1,"b1",0.49022966683941,0.5,0
32,0,6,6,1,"tau",0.0446403338890508,0.1,0
33,0,6,6,1,"size",0.149079102454622,0.333666666666667,0
33,0,6,6,1,"shape",0.503079010300956,0.333,0
33,0,6,6,1,"color",0.347841887244422,0.333333333333333,0
33,0,6,6,1,"lambda",5.90642883893273,1,0
33,0,6,6,1,"r",1.00000002669324,1,0
33,0,6,6,1,"q",1.99999999772207,1,0
33,0,6,6,1,"b0",0.554699730139189,0.5,0
33,0,6,6,1,"b1",0.445300269860811,0.5,0
33,0,6,6,1,"tau",0.30747801268066,0.1,0
34,0,6,6,1,"size",0.201895926358141,0.333666666666667,0
34,0,6,6,1,"shape",0.563227120131501,0.333,0
34,0,6,6,1,"color",0.234876953510358,0.333333333333333,0
34,0,6,6,1,"lambda",9.99999849227346,1,0
34,0,6,6,1,"r",1.20251055856271,1,0
34,0,6,6,1,"q",1.99999898695811,1,0
34,0,6,6,1,"b0",0.481429294138607,0.5,0
34,0,6,6,1,"b1",0.518570705861393,0.5,0
34,0,6,6,1,"tau",0.0373714061737641,0.1,0
35,0,6,6,1,"size",0.583763087486042,0.333666666666667,0
35,0,6,6,1,"shape",0.189499485683991,0.333,0
35,0,6,6,1,"color",0.226737426829967,0.333333333333333,0
35,0,6,6,1,"lambda",7.78435783946993,1,0
35,0,6,6,1,"r",1.00000000731041,1,0
35,0,6,6,1,"q",1.99999998632362,1,0
35,0,6,6,1,"b0",0.537921636858352,0.5,0
35,0,6,6,1,"b1",0.462078363141648,0.5,0
35,0,6,6,1,"tau",0.218277439798819,0.1,0
36,0,6,6,1,"size",0.0484841945924093,0.333666666666667,0
36,0,6,6,1,"shape",0.310324050937042,0.333,0
36,0,6,6,1,"color",0.641191754470549,0.333333333333333,0
36,0,6,6,1,"lambda",1.12368994639782,1,0
36,0,6,6,1,"r",1.00000020498899,1,0
36,0,6,6,1,"q",1.99999957271896,1,0
36,0,6,6,1,"b0",0.486403491359657,0.5,0
36,0,6,6,1,"b1",0.513596508640343,0.5,0
36,0,6,6,1,"tau",0.0260712059209046,0.1,0
37,0,6,6,1,"size",0.412204677941122,0.333666666666667,0
37,0,6,6,1,"shape",0.331867228845413,0.333,0
37,0,6,6,1,"color",0.255928093213464,0.333333333333333,0
37,0,6,6,1,"lambda",9.99999977912498,1,0
37,0,6,6,1,"r",1.04919674322419,1,0
37,0,6,6,1,"q",1.99988567271035,1,0
37,0,6,6,1,"b0",0.515530715755995,0.5,0
37,0,6,6,1,"b1",0.484469284243999,0.5,0
37,0,6,6,1,"tau",0.29911396777618,0.1,0
38,0,6,6,1,"size",0.743281361706524,0.333666666666667,0
38,0,6,6,1,"shape",0.00100000000041715,0.333,0
38,0,6,6,1,"color",0.255718638293059,0.333333333333333,0
38,0,6,6,1,"lambda",5.71020145285971,1,0
38,0,6,6,1,"r",1.83577948516734,1,0
38,0,6,6,1,"q",1.82641277755201,1,0
38,0,6,6,1,"b0",0.471508109012052,0.5,0
38,0,6,6,1,"b1",0.528491890987948,0.5,0
38,0,6,6,1,"tau",0.220611753999781,0.1,0
39,0,6,6,1,"size",0.00100000020675516,0.333666666666667,0
39,0,6,6,1,"shape",0.990662526052619,0.333,0
39,0,6,6,1,"color",0.0083374737406261,0.333333333333333,0
39,0,6,6,1,"lambda",3.80664664452344,1,0
39,0,6,6,1,"r",1.99999986732923,1,0
39,0,6,6,1,"q",1.00000005895826,1,0
39,0,6,6,1,"b0",0.509586835797235,0.5,0
39,0,6,6,1,"b1",0.490413164202765,0.5,0
39,0,6,6,1,"tau",0.0455416986160031,0.1,0
40,0,6,6,1,"size",0.111600873306762,0.333666666666667,0
40,0,6,6,1,"shape",0.778728250384357,0.333,0
40,0,6,6,1,"color",0.109670876308881,0.333333333333333,0
40,0,6,6,1,"lambda",9.99999170307376,1,0
40,0,6,6,1,"r",1.00000005736664,1,0
40,0,6,6,1,"q",1.99999986930167,1,0
40,0,6,6,1,"b0",0.489902164958862,0.5,0
40,0,6,6,1,"b1",0.510097835041138,0.5,0
40,0,6,6,1,"tau",0.184788219264178,0.1,0
41,0,6,6,1,"size",0.796994362750909,0.333666666666667,0
41,0,6,6,1,"shape",0.140096964514641,0.333,0
41,0,6,6,1,"color",0.0629086727344511,0.333333333333333,0
41,0,6,6,1,"lambda",9.99997130427358,1,0
41,0,6,6,1,"r",1.41982601684277,1,0
41,0,6,6,1,"q",1.9909091038485,1,0
41,0,6,6,1,"b0",0.491989866896187,0.5,0
41,0,6,6,1,"b1",0.508010133103813,0.5,0
41,0,6,6,1,"tau",0.0579473089195807,0.1,0
42,0,6,6,1,"size",0.470320933839188,0.333666666666667,0
42,0,6,6,1,"shape",0.528678719957031,0.333,0
42,0,6,6,1,"color",0.0010003462037813,0.333333333333333,0
42,0,6,6,1,"lambda",0.00100000000000254,1,0
42,0,6,6,1,"r",1.24209421196553,1,0
42,0,6,6,1,"q",1.73405908870274,1,0
42,0,6,6,1,"b0",0.497833846973821,0.5,0
42,0,6,6,1,"b1",0.502166153026179,0.5,0
42,0,6,6,1,"tau",0.0241955545562556,0.1,0
43,0,6,6,1,"size",0.747308443972761,0.333666666666667,0
43,0,6,6,1,"shape",0.00100000000030659,0.333,0
43,0,6,6,1,"color",0.251691556026933,0.333333333333333,0
43,0,6,6,1,"lambda",8.54955250974587,1,0
43,0,6,6,1,"r",1.63408084778034,1,0
43,0,6,6,1,"q",1.81812789634118,1,0
43,0,6,6,1,"b0",0.525025044956624,0.5,0
43,0,6,6,1,"b1",0.474974955043376,0.5,0
43,0,6,6,1,"tau",0.183375569540042,0.1,0
44,0,6,6,1,"size",0.0100848043590814,0.333666666666667,0
44,0,6,6,1,"shape",0.00241283351912157,0.333,0
44,0,6,6,1,"color",0.987502362121797,0.333333333333333,0
44,0,6,6,1,"lambda",8.84339074828876,1,0
44,0,6,6,1,"r",1.99999999506821,1,0
44,0,6,6,1,"q",1.00000002685283,1,0
44,0,6,6,1,"b0",0.545478849452386,0.5,0
44,0,6,6,1,"b1",0.454521150547614,0.5,0
44,0,6,6,1,"tau",0.243379075049445,0.1,0
45,0,6,6,1,"size",0.00100000082364341,0.333666666666667,0
45,0,6,6,1,"shape",0.972896679634566,0.333,0
45,0,6,6,1,"color",0.0261033195417909,0.333333333333333,0
45,0,6,6,1,"lambda",3.31377568457532,1,0
45,0,6,6,1,"r",1.86132589774265,1,0
45,0,6,6,1,"q",1.02312490367804,1,0
45,0,6,6,1,"b0",0.491667053090226,0.5,0
45,0,6,6,1,"b1",0.508332946909774,0.5,0
45,0,6,6,1,"tau",0.0620383509463982,0.1,0
46,0,6,6,1,"size",0.864370156058509,0.333666666666667,0
46,0,6,6,1,"shape",0.00100000007467481,0.333,0
46,0,6,6,1,"color",0.134629843866816,0.333333333333333,0
46,0,6,6,1,"lambda",9.38738622583822,1,0
46,0,6,6,1,"r",1.93478488962687,1,0
46,0,6,6,1,"q",1.11469452563463,1,0
46,0,6,6,1,"b0",0.482479380592455,0.5,0
46,0,6,6,1,"b1",0.517520619407535,0.5,0
46,0,6,6,1,"tau",0.217774165551302,0.1,0
47,0,6,6,1,"size",0.422673123812559,0.333666666666667,0
47,0,6,6,1,"shape",0.0177419313999932,0.333,0
47,0,6,6,1,"color",0.559584944787447,0.333333333333333,0
47,0,6,6,1,"lambda",1.40048535889038,1,0
47,0,6,6,1,"r",1.99999994250231,1,0
47,0,6,6,1,"q",1.00000008315407,1,0
47,0,6,6,1,"b0",0.504879953975843,0.5,0
47,0,6,6,1,"b1",0.495120046024157,0.5,0
47,0,6,6,1,"tau",0.0279211070719022,0.1,0
48,0,6,6,1,"size",0.751132909502604,0.333666666666667,0
48,0,6,6,1,"shape",0.0243664176129806,0.333,0
48,0,6,6,1,"color",0.224500672884416,0.333333333333333,0
48,0,6,6,1,"lambda",0.683323051495546,1,0
48,0,6,6,1,"r",1.99999979912664,1,0
48,0,6,6,1,"q",1.00000004486599,1,0
48,0,6,6,1,"b0",0.500901814230382,0.5,0
48,0,6,6,1,"b1",0.499098185769618,0.5,0
48,0,6,6,1,"tau",0.0180249512298076,0.1,0
49,0,6,6,1,"size",0.994660653883066,0.333666666666667,0
49,0,6,6,1,"shape",0.00249728486918659,0.333,0
49,0,6,6,1,"color",0.00284206124774743,0.333333333333333,0
49,0,6,6,1,"lambda",8.79062960972594,1,0
49,0,6,6,1,"r",1.99999998309591,1,0
49,0,6,6,1,"q",1.00000003700073,1,0
49,0,6,6,1,"b0",0.502625708523928,0.5,0
49,0,6,6,1,"b1",0.497374291476072,0.5,0
49,0,6,6,1,"tau",0.0987347406959896,0.1,0
50,0,6,6,1,"size",0.984288316547387,0.333666666666667,0
50,0,6,6,1,"shape",0.00100000010965453,0.333,0
50,0,6,6,1,"color",0.0147116833429587,0.333333333333333,0
50,0,6,6,1,"lambda",9.26108017137393,1,0
50,0,6,6,1,"r",1.78678112599773,1,0
50,0,6,6,1,"q",1.00000372433323,1,0
50,0,6,6,1,"b0",0.485955744466848,0.5,0
50,0,6,6,1,"b1",0.514044255533152,0.5,0
50,0,6,6,1,"tau",0.0727917204075748,0.1,0
1,0,6,6,2,"size",0.355734293873098,0.333666666666667,0
1,0,6,6,2,"shape",0.343500774935738,0.333,0
1,0,6,6,2,"color",0.300764931191163,0.333333333333333,0
1,0,6,6,2,"lambda",0.0384937534030465,1,0
1,0,6,6,2,"r",1.50716386125344,1,0
1,0,6,6,2,"q",1.4920171835362,1,0
1,0,6,6,2,"b0",8.13971417746657e-07,0.5,0
1,0,6,6,2,"b1",0.999999186028582,0.5,0
1,0,6,6,2,"tau",1.16624648840144,0.3,0
2,0,6,6,2,"size",0.495366581613893,0.333666666666667,0
2,0,6,6,2,"shape",0.503592231440799,0.333,0
2,0,6,6,2,"color",0.00104118694530814,0.333333333333333,0
2,0,6,6,2,"lambda",0.00100123795053702,1,0
2,0,6,6,2,"r",1.07024947566194,1,0
2,0,6,6,2,"q",1.91017371332349,1,0
2,0,6,6,2,"b0",0.480627843152659,0.5,0
2,0,6,6,2,"b1",0.519372156847341,0.5,0
2,0,6,6,2,"tau",0.118810703471094,0.3,0
3,0,6,6,2,"size",0.00106697616181135,0.333666666666667,0
3,0,6,6,2,"shape",0.00100001217446734,0.333,0
3,0,6,6,2,"color",0.997933011663721,0.333333333333333,0
3,0,6,6,2,"lambda",6.33589814160998,1,0
3,0,6,6,2,"r",1.99999758904059,1,0
3,0,6,6,2,"q",1.00000145500146,1,0
3,0,6,6,2,"b0",0.423977936789029,0.5,0
3,0,6,6,2,"b1",0.576022063210971,0.5,0
3,0,6,6,2,"tau",0.381293984944057,0.3,0
4,0,6,6,2,"size",0.217097819915069,0.333666666666667,0
4,0,6,6,2,"shape",0.0133979446227919,0.333,0
4,0,6,6,2,"color",0.769504235462274,0.333333333333333,0
4,0,6,6,2,"lambda",0.148729145484331,1,0
4,0,6,6,2,"r",1.99999970470472,1,0
4,0,6,6,2,"q",1.00000020275609,1,0
4,0,6,6,2,"b0",0.495034562281895,0.5,0
4,0,6,6,2,"b1",0.504965437718105,0.5,0
4,0,6,6,2,"tau",0.0257404438477355,0.3,0
5,0,6,6,2,"size",0.26062904844468,0.333666666666667,0
5,0,6,6,2,"shape",0.00372409796280217,0.333,0
5,0,6,6,2,"color",0.735646853592518,0.333333333333333,0
5,0,6,6,2,"lambda",9.99999701263424,1,0
5,0,6,6,2,"r",1.99999964068863,1,0
5,0,6,6,2,"q",1.00000017911658,1,0
5,0,6,6,2,"b0",0.500380429625212,0.5,0
5,0,6,6,2,"b1",0.499619570374788,0.5,0
5,0,6,6,2,"tau",1.03771745269982,0.3,0
