"","run","discount","nblock","type","row","names","par","true_par","convergence"
"334",3,3,30,2,2,"size",0.48772088083035,0.333666666666667,0
"335",3,3,30,2,2,"shape",0.23672944500019,0.333,0
"336",3,3,30,2,2,"color",0.27554967416946,0.333333333333333,0
"337",3,3,30,2,2,"lambda",9.99999999059409,5,0
"338",3,3,30,2,2,"b0",0.314011256062547,1,0
"339",3,3,30,2,2,"b1",0.685988743937453,1,0
"340",3,3,30,2,2,"tau",0.11094235585131,0.5,0
"341",3,3,30,2,2,"size",0.48772088083035,0.5,0
"342",3,3,30,2,2,"shape",0.23672944500019,0.1,0
"343",4,3,30,2,2,"size",0.46614265786993,0.333666666666667,0
"344",4,3,30,2,2,"shape",0.262389555424994,0.333,0
"345",4,3,30,2,2,"color",0.271467786705154,0.333333333333333,0
"346",4,3,30,2,2,"lambda",9.99999986559073,5,0
"347",4,3,30,2,2,"b0",0.435716416977557,1,0
"348",4,3,30,2,2,"b1",0.564283583022443,1,0
"349",4,3,30,2,2,"tau",0.200190706219447,0.5,0
"350",4,3,30,2,2,"size",0.46614265786993,0.5,0
"351",4,3,30,2,2,"shape",0.262389555424994,0.1,0
"352",5,3,30,2,2,"size",0.00100000000000927,0.333666666666667,0
"353",5,3,30,2,2,"shape",0.886914661997938,0.333,0
"354",5,3,30,2,2,"color",0.112085338002052,0.333333333333333,0
"355",5,3,30,2,2,"lambda",8.59976995027415,5,0
"356",5,3,30,2,2,"b0",0.502138050166832,1,0
"357",5,3,30,2,2,"b1",0.497861949833168,1,0
"358",5,3,30,2,2,"tau",0.1035043119827,0.5,0
"359",5,3,30,2,2,"size",0.00100000000000927,0.5,0
"360",5,3,30,2,2,"shape",0.886914661997938,0.1,0
"361",1,3,30,2,3,"size",0.00100000000001402,0.333666666666667,0
"362",1,3,30,2,3,"shape",0.0250331744672125,0.333,0
"363",1,3,30,2,3,"color",0.973966825532774,0.333333333333333,0
"364",1,3,30,2,3,"lambda",8.28985206667035,1,0
"365",1,3,30,2,3,"b0",0.518666635128191,1,0
"366",1,3,30,2,3,"b1",0.481333364871805,1,0
"367",1,3,30,2,3,"tau",0.359517286099666,0.5,0
"368",1,3,30,2,3,"size",0.00100000000001402,0.5,0
